fecha,idsalaUsada,hora,IdpeliculaProyectada,"precio boleto",boletosVendios
30/01/2024,9,"06:00:00 p. m.",97,48.63,93
30/01/2024,9,"07:00:00 p. m.",50,141.53,15
30/01/2024,10,"12:00:00 p. m.",53,112.12,0
31/01/2024,9,"09:00:00 a. m.",99,116.17,79
31/01/2024,7,"04:00:00 p. m.",32,95.87,154
31/01/2024,3,"12:00:00 p. m.",18,133.15,68
31/01/2024,3,"05:00:00 a. m.",79,78.8,35
31/01/2024,5,"04:00:00 a. m.",75,144.95,29
31/01/2024,12,"11:00:00 p. m.",71,103.69,41
31/01/2024,12,"05:00:00 a. m.",31,115.25,34
31/01/2024,10,"09:00:00 a. m.",98,82.38,3
31/01/2024,10,"03:00:00 a. m.",87,134.37,95
01/02/2024,9,"03:00:00 p. m.",79,129.68,99
01/02/2024,9,"03:00:00 p. m.",67,35.62,54
01/02/2024,2,"10:00:00 p. m.",84,81.89,79
01/02/2024,10,"05:00:00 p. m.",83,131.06,19
01/02/2024,14,"09:00:00 a. m.",22,86.86,50
01/02/2024,5,"09:00:00 a. m.",67,118.44,116
01/02/2024,5,"03:00:00 a. m.",79,32.98,172
01/02/2024,15,"09:00:00 a. m.",27,90.84,38
02/02/2024,11,"09:00:00 a. m.",99,104.94,143
02/02/2024,10,"08:00:00 a. m.",28,139.59,54
02/02/2024,4,"01:00:00 a. m.",68,111.41,67
02/02/2024,5,"11:00:00 p. m.",88,125.7,144
02/02/2024,11,"07:00:00 a. m.",33,42.98,84
02/02/2024,5,"10:00:00 a. m.",15,72.01,113
02/02/2024,6,"06:00:00 p. m.",12,92.74,116
02/02/2024,9,"09:00:00 p. m.",2,113.95,97
03/02/2024,14,"10:00:00 a. m.",11,89.17,10
03/02/2024,12,"07:00:00 a. m.",54,138.44,42
03/02/2024,9,"03:00:00 a. m.",44,83.52,17
03/02/2024,9,"07:00:00 a. m.",78,127.5,26
03/02/2024,9,"05:00:00 a. m.",45,78.08,73
03/02/2024,5,"08:00:00 a. m.",97,59.72,34
03/02/2024,10,"12:00:00 p. m.",48,137.83,85
04/02/2024,3,"09:00:00 p. m.",94,106.89,64
04/02/2024,14,"05:00:00 p. m.",91,101.7,14
04/02/2024,13,"05:00:00 p. m.",59,35.65,124
04/02/2024,8,"10:00:00 p. m.",51,43.95,33
04/02/2024,4,"01:00:00 a. m.",44,74.29,75
04/02/2024,10,"03:00:00 a. m.",66,102.9,56
04/02/2024,15,"10:00:00 p. m.",27,131.01,36
04/02/2024,6,"03:00:00 p. m.",32,91.36,85
04/02/2024,10,"12:00:00 p. m.",56,59.73,72
04/02/2024,4,"07:00:00 a. m.",29,102.14,36
05/02/2024,3,"03:00:00 a. m.",71,84.45,75
05/02/2024,10,"09:00:00 a. m.",89,133.31,18
05/02/2024,13,"11:00:00 p. m.",29,114.05,58
05/02/2024,1,"04:00:00 a. m.",82,109.86,119
05/02/2024,7,"06:00:00 p. m.",93,48.02,167
05/02/2024,14,"09:00:00 a. m.",23,41.04,28
05/02/2024,9,"07:00:00 p. m.",32,66.18,71
05/02/2024,1,"04:00:00 p. m.",9,132.45,121
05/02/2024,5,"03:00:00 p. m.",100,70.62,152
05/02/2024,7,"03:00:00 p. m.",14,130.59,50
05/02/2024,7,"03:00:00 a. m.",33,73.84,67
05/02/2024,13,"01:00:00 p. m.",22,104.51,154
05/02/2024,14,"10:00:00 a. m.",82,122.63,37
05/02/2024,9,"08:00:00 p. m.",73,54.33,70
05/02/2024,15,"06:00:00 a. m.",26,42.72,27
06/02/2024,15,"02:00:00 a. m.",35,143.12,9
06/02/2024,2,"02:00:00 p. m.",27,49.23,26
06/02/2024,8,"01:00:00 a. m.",17,129.64,39
06/02/2024,2,"09:00:00 p. m.",43,141.98,79
06/02/2024,12,"01:00:00 p. m.",10,72.93,11
06/02/2024,10,"01:00:00 a. m.",96,108.77,0
06/02/2024,12,"11:00:00 a. m.",76,103.58,6
06/02/2024,4,"02:00:00 p. m.",66,64.49,58
06/02/2024,12,"12:00:00 p. m.",62,124.97,36
07/02/2024,11,"04:00:00 p. m.",81,54.35,128
07/02/2024,11,"12:00:00 p. m.",86,119.97,10
07/02/2024,10,"08:00:00 p. m.",9,46.06,51
07/02/2024,14,"11:00:00 p. m.",72,54.77,27
07/02/2024,1,"05:00:00 p. m.",44,62.49,25
07/02/2024,3,"04:00:00 p. m.",84,93.97,123
07/02/2024,9,"04:00:00 a. m.",6,52.93,63
07/02/2024,4,"07:00:00 a. m.",50,122.41,75
07/02/2024,4,"06:00:00 p. m.",78,137.1,63
07/02/2024,11,"10:00:00 p. m.",80,118.2,41
07/02/2024,10,"06:00:00 a. m.",4,51.28,50
07/02/2024,11,"06:00:00 a. m.",13,84.32,88
07/02/2024,13,"10:00:00 a. m.",18,127,129
07/02/2024,7,"11:00:00 p. m.",94,49.33,87
07/02/2024,1,"02:00:00 p. m.",73,133.87,182
07/02/2024,9,"12:00:00 a. m.",30,63.07,20
08/02/2024,1,"08:00:00 a. m.",51,70.87,58
08/02/2024,11,"08:00:00 p. m.",46,85.36,27
08/02/2024,13,"04:00:00 a. m.",27,137.87,172
08/02/2024,1,"08:00:00 p. m.",46,46.36,170
08/02/2024,8,"04:00:00 p. m.",62,74.8,13
08/02/2024,15,"06:00:00 a. m.",6,32.78,29
08/02/2024,5,"07:00:00 p. m.",42,39.8,37
08/02/2024,7,"05:00:00 a. m.",42,48.6,128
08/02/2024,8,"10:00:00 p. m.",73,89.67,35
09/02/2024,15,"08:00:00 p. m.",19,125.11,83
09/02/2024,11,"10:00:00 p. m.",35,97.57,143
09/02/2024,15,"12:00:00 p. m.",94,41.2,51
09/02/2024,4,"04:00:00 a. m.",17,32.75,41
09/02/2024,2,"08:00:00 p. m.",54,67.48,83
09/02/2024,10,"12:00:00 a. m.",15,55.27,2
09/02/2024,14,"04:00:00 a. m.",46,98.54,41
09/02/2024,12,"03:00:00 p. m.",41,126.41,46
09/02/2024,5,"03:00:00 a. m.",61,33.97,160
09/02/2024,1,"03:00:00 p. m.",94,51.5,86
09/02/2024,15,"01:00:00 a. m.",42,97.8,17
09/02/2024,11,"12:00:00 p. m.",67,131.16,107
09/02/2024,8,"01:00:00 a. m.",63,68.56,36
09/02/2024,9,"07:00:00 p. m.",27,49.58,41
09/02/2024,15,"01:00:00 p. m.",77,130.62,83
09/02/2024,2,"01:00:00 p. m.",55,60.15,29
09/02/2024,3,"04:00:00 a. m.",65,52.04,103
10/02/2024,10,"08:00:00 p. m.",5,144.57,76
10/02/2024,9,"07:00:00 a. m.",51,80.51,75
10/02/2024,8,"07:00:00 a. m.",70,87.08,3
10/02/2024,8,"03:00:00 p. m.",31,93.74,20
10/02/2024,10,"02:00:00 a. m.",3,72.67,63
10/02/2024,15,"04:00:00 a. m.",71,126.8,47
10/02/2024,8,"04:00:00 p. m.",72,144.8,47
10/02/2024,10,"07:00:00 a. m.",90,77.22,9
10/02/2024,15,"11:00:00 p. m.",35,148.41,89
10/02/2024,6,"08:00:00 p. m.",27,57.85,174
11/02/2024,5,"05:00:00 p. m.",81,139.77,9
11/02/2024,8,"04:00:00 a. m.",20,119.21,27
11/02/2024,9,"04:00:00 p. m.",42,32.4,40
11/02/2024,6,"04:00:00 a. m.",83,58.71,94
11/02/2024,6,"12:00:00 p. m.",22,79.49,99
11/02/2024,12,"07:00:00 a. m.",53,43.16,46
11/02/2024,7,"05:00:00 a. m.",60,106.25,63
11/02/2024,15,"08:00:00 p. m.",44,43.52,78
11/02/2024,7,"04:00:00 p. m.",4,73.6,79
11/02/2024,3,"05:00:00 a. m.",87,34.5,114
11/02/2024,14,"02:00:00 a. m.",69,73.61,21
11/02/2024,7,"01:00:00 p. m.",11,53.43,40
11/02/2024,15,"01:00:00 a. m.",72,128,15
11/02/2024,4,"11:00:00 a. m.",40,68.56,12
12/02/2024,5,"06:00:00 a. m.",80,66.61,152
12/02/2024,9,"12:00:00 p. m.",57,45.7,99
12/02/2024,10,"03:00:00 p. m.",28,107.41,30
12/02/2024,10,"01:00:00 p. m.",50,130.65,85
12/02/2024,13,"07:00:00 p. m.",96,96.48,170
12/02/2024,4,"11:00:00 p. m.",53,146.32,76
13/02/2024,1,"04:00:00 p. m.",42,34.29,60
13/02/2024,8,"12:00:00 a. m.",47,148.66,34
13/02/2024,8,"03:00:00 a. m.",97,35.36,1
13/02/2024,11,"05:00:00 p. m.",47,44.96,116
13/02/2024,2,"12:00:00 a. m.",1,114.46,90
13/02/2024,6,"09:00:00 a. m.",57,65.95,74
13/02/2024,15,"04:00:00 p. m.",72,96.93,57
13/02/2024,9,"03:00:00 a. m.",65,124.41,36
14/02/2024,7,"06:00:00 a. m.",51,80.87,146
14/02/2024,1,"12:00:00 a. m.",91,146.09,48
14/02/2024,9,"10:00:00 p. m.",14,114.2,57
14/02/2024,10,"07:00:00 a. m.",40,123.29,95
14/02/2024,10,"12:00:00 p. m.",60,147.3,64
14/02/2024,11,"10:00:00 a. m.",75,110.6,139
14/02/2024,12,"01:00:00 p. m.",63,127.65,43
14/02/2024,6,"01:00:00 a. m.",5,65.08,150
14/02/2024,12,"02:00:00 p. m.",22,88.81,41
14/02/2024,14,"11:00:00 a. m.",58,61.4,6
14/02/2024,3,"04:00:00 a. m.",65,140.3,118
15/02/2024,7,"09:00:00 p. m.",63,125.76,136
15/02/2024,5,"01:00:00 a. m.",64,133.19,137
15/02/2024,8,"10:00:00 p. m.",66,120.52,16
15/02/2024,13,"09:00:00 a. m.",70,68.11,7
15/02/2024,9,"07:00:00 p. m.",31,56.07,72
15/02/2024,10,"08:00:00 p. m.",23,40.06,97
15/02/2024,5,"11:00:00 p. m.",90,53.08,0
15/02/2024,4,"12:00:00 p. m.",47,143.89,81
15/02/2024,13,"12:00:00 a. m.",96,35.76,191
15/02/2024,15,"04:00:00 p. m.",74,118.58,72
16/02/2024,13,"03:00:00 a. m.",97,79.19,196
16/02/2024,6,"05:00:00 p. m.",98,144.69,107
16/02/2024,15,"09:00:00 p. m.",100,128.02,35
16/02/2024,8,"06:00:00 a. m.",77,59.94,34
16/02/2024,13,"07:00:00 p. m.",49,54.8,50
16/02/2024,5,"10:00:00 a. m.",59,63,82
16/02/2024,8,"11:00:00 p. m.",69,134.4,21
16/02/2024,15,"07:00:00 a. m.",77,67.13,45
16/02/2024,13,"06:00:00 a. m.",42,93.86,43
17/02/2024,7,"07:00:00 p. m.",88,84.96,191
17/02/2024,10,"08:00:00 p. m.",99,116.18,68
17/02/2024,9,"08:00:00 p. m.",66,84.3,88
17/02/2024,8,"10:00:00 a. m.",82,90.77,36
17/02/2024,15,"11:00:00 p. m.",9,105.87,66
17/02/2024,3,"01:00:00 a. m.",52,46.35,58
17/02/2024,14,"06:00:00 a. m.",1,64.99,45
17/02/2024,15,"05:00:00 a. m.",43,102.11,39
17/02/2024,10,"03:00:00 a. m.",60,88.93,86
17/02/2024,6,"01:00:00 p. m.",1,137.38,27
17/02/2024,12,"07:00:00 p. m.",88,127.25,26
17/02/2024,5,"07:00:00 a. m.",44,132.78,75
17/02/2024,13,"08:00:00 a. m.",84,66.44,170
17/02/2024,2,"03:00:00 a. m.",18,30.14,59
17/02/2024,1,"07:00:00 p. m.",6,95.61,167
18/02/2024,14,"03:00:00 p. m.",25,101.96,45
18/02/2024,14,"07:00:00 p. m.",56,33.6,29
18/02/2024,6,"01:00:00 p. m.",21,122.35,76
18/02/2024,8,"12:00:00 a. m.",6,119.51,37
18/02/2024,7,"05:00:00 a. m.",57,43.67,10
18/02/2024,10,"12:00:00 p. m.",38,63.5,26
19/02/2024,5,"08:00:00 a. m.",93,122.48,191
19/02/2024,9,"11:00:00 p. m.",75,122.05,55
19/02/2024,15,"10:00:00 a. m.",55,126.68,100
19/02/2024,11,"05:00:00 p. m.",7,110.77,102
19/02/2024,15,"12:00:00 a. m.",90,109.11,87
19/02/2024,11,"05:00:00 p. m.",92,88.81,83
19/02/2024,14,"09:00:00 p. m.",68,133.26,3
19/02/2024,11,"03:00:00 a. m.",52,112.44,60
20/02/2024,1,"11:00:00 a. m.",78,128.22,91
20/02/2024,11,"12:00:00 a. m.",42,99.61,1
20/02/2024,1,"02:00:00 a. m.",64,67.54,94
20/02/2024,2,"11:00:00 p. m.",7,54.97,51
20/02/2024,1,"12:00:00 p. m.",76,51.59,115
20/02/2024,12,"08:00:00 p. m.",95,98.21,6
20/02/2024,6,"07:00:00 a. m.",98,61.82,172
20/02/2024,6,"07:00:00 a. m.",51,123.52,172
20/02/2024,11,"12:00:00 p. m.",82,132.78,60
20/02/2024,1,"10:00:00 a. m.",53,100.87,6
20/02/2024,13,"04:00:00 p. m.",90,82.54,132
20/02/2024,9,"02:00:00 a. m.",12,47.79,69
20/02/2024,3,"04:00:00 p. m.",93,37.21,112
20/02/2024,1,"03:00:00 p. m.",44,115.32,140
21/02/2024,9,"06:00:00 a. m.",43,35.64,99
21/02/2024,12,"02:00:00 a. m.",100,76.06,38
21/02/2024,4,"03:00:00 a. m.",44,114.44,66
21/02/2024,12,"05:00:00 p. m.",41,130.95,41
21/02/2024,6,"01:00:00 a. m.",46,135.55,118
21/02/2024,2,"01:00:00 a. m.",91,138.52,41
21/02/2024,6,"10:00:00 p. m.",87,76.85,140
21/02/2024,7,"06:00:00 p. m.",63,31.84,96
21/02/2024,9,"03:00:00 p. m.",24,119.14,79
21/02/2024,1,"10:00:00 a. m.",77,73.65,89
21/02/2024,8,"07:00:00 a. m.",53,32.27,5
21/02/2024,15,"11:00:00 a. m.",92,81.01,51
22/02/2024,14,"03:00:00 p. m.",98,57,43
22/02/2024,4,"06:00:00 a. m.",40,32.23,86
22/02/2024,14,"12:00:00 p. m.",83,66.15,38
22/02/2024,10,"11:00:00 p. m.",26,96.37,59
22/02/2024,13,"02:00:00 p. m.",27,78.19,94
22/02/2024,6,"09:00:00 a. m.",26,50.85,129
22/02/2024,4,"12:00:00 p. m.",48,39.96,15
22/02/2024,14,"04:00:00 a. m.",62,114.75,9
22/02/2024,12,"10:00:00 a. m.",97,65.45,0
23/02/2024,12,"12:00:00 a. m.",55,94.46,6
23/02/2024,5,"06:00:00 a. m.",70,106.35,72
23/02/2024,9,"11:00:00 p. m.",90,53.37,96
23/02/2024,3,"03:00:00 a. m.",43,87.81,69
23/02/2024,4,"06:00:00 a. m.",46,132.44,27
23/02/2024,11,"05:00:00 a. m.",66,69.49,24
23/02/2024,2,"07:00:00 a. m.",78,126.63,58
24/02/2024,10,"02:00:00 a. m.",37,99.8,63
24/02/2024,15,"07:00:00 a. m.",73,105,44
24/02/2024,4,"04:00:00 a. m.",67,57.95,36
24/02/2024,6,"07:00:00 p. m.",34,94.66,62
24/02/2024,12,"01:00:00 p. m.",1,47.56,26
24/02/2024,7,"12:00:00 p. m.",90,59.6,34
24/02/2024,15,"07:00:00 a. m.",14,78.07,12
24/02/2024,3,"06:00:00 p. m.",75,63.33,66
24/02/2024,12,"07:00:00 a. m.",89,111.3,23
25/02/2024,3,"09:00:00 p. m.",37,79.87,32
25/02/2024,10,"01:00:00 p. m.",7,41.41,70
25/02/2024,8,"05:00:00 a. m.",72,146.31,20
25/02/2024,12,"08:00:00 p. m.",27,122.81,45
25/02/2024,13,"08:00:00 p. m.",17,77.02,136
25/02/2024,8,"01:00:00 p. m.",77,48.63,1
25/02/2024,5,"12:00:00 a. m.",87,82.77,59
25/02/2024,13,"01:00:00 p. m.",89,39.38,31
25/02/2024,11,"06:00:00 a. m.",78,87.44,123
25/02/2024,3,"01:00:00 a. m.",91,53.3,15
25/02/2024,11,"01:00:00 a. m.",79,86.33,67
26/02/2024,5,"09:00:00 p. m.",20,86.16,170
26/02/2024,15,"02:00:00 p. m.",31,34.04,37
26/02/2024,4,"08:00:00 p. m.",78,55.19,35
26/02/2024,11,"08:00:00 p. m.",27,80.92,43
26/02/2024,1,"12:00:00 a. m.",20,107.71,130
26/02/2024,9,"10:00:00 p. m.",94,117.66,14
26/02/2024,8,"02:00:00 p. m.",92,134.05,8
27/02/2024,10,"10:00:00 p. m.",25,136.63,59
27/02/2024,6,"10:00:00 a. m.",96,91.36,165
27/02/2024,10,"03:00:00 p. m.",88,89.14,23
27/02/2024,10,"12:00:00 p. m.",43,59.49,12
27/02/2024,3,"11:00:00 p. m.",88,30.05,144
27/02/2024,2,"01:00:00 p. m.",4,139.3,67
27/02/2024,2,"07:00:00 a. m.",57,109.65,99
27/02/2024,12,"05:00:00 p. m.",61,75.35,26
27/02/2024,4,"06:00:00 a. m.",15,52.98,4
28/02/2024,3,"06:00:00 p. m.",31,136.2,61
28/02/2024,10,"12:00:00 p. m.",40,50.14,53
28/02/2024,15,"11:00:00 a. m.",13,80.13,46
28/02/2024,15,"01:00:00 p. m.",88,58.19,41
28/02/2024,10,"10:00:00 a. m.",10,79.56,24
28/02/2024,9,"10:00:00 p. m.",63,96.78,42
28/02/2024,9,"08:00:00 p. m.",41,106.45,97
28/02/2024,13,"04:00:00 a. m.",25,94.4,109
28/02/2024,8,"05:00:00 a. m.",87,132.2,34
29/02/2024,9,"05:00:00 p. m.",54,46.5,81
29/02/2024,2,"01:00:00 p. m.",74,70.73,77
29/02/2024,8,"01:00:00 p. m.",18,147.9,0
29/02/2024,12,"03:00:00 p. m.",100,131.99,24
29/02/2024,2,"08:00:00 a. m.",90,57.02,28
29/02/2024,14,"02:00:00 a. m.",4,97.51,47
29/02/2024,2,"06:00:00 a. m.",25,108.14,73
29/02/2024,11,"08:00:00 a. m.",59,72.91,120
29/02/2024,3,"07:00:00 a. m.",43,54.69,25
29/02/2024,6,"12:00:00 a. m.",19,30.99,180
01/03/2024,13,"03:00:00 p. m.",87,41.26,48
01/03/2024,10,"09:00:00 p. m.",69,123.47,65
01/03/2024,9,"01:00:00 p. m.",52,67.28,58
01/03/2024,7,"08:00:00 p. m.",20,41.92,41
01/03/2024,3,"07:00:00 p. m.",71,134.39,106
01/03/2024,11,"08:00:00 p. m.",84,138.18,27
01/03/2024,15,"08:00:00 a. m.",78,42.48,59
01/03/2024,14,"10:00:00 p. m.",14,83.77,35
01/03/2024,13,"10:00:00 a. m.",12,134.89,88
01/03/2024,10,"02:00:00 p. m.",88,65.92,36
01/03/2024,13,"07:00:00 p. m.",44,125.85,132
01/03/2024,5,"05:00:00 a. m.",59,111.4,124
01/03/2024,14,"02:00:00 p. m.",15,106.91,25
01/03/2024,11,"09:00:00 a. m.",84,145.4,65
02/03/2024,9,"04:00:00 p. m.",98,56.43,25
02/03/2024,5,"02:00:00 a. m.",59,62.55,81
02/03/2024,14,"01:00:00 a. m.",67,36.45,12
02/03/2024,11,"05:00:00 p. m.",61,72.34,123
02/03/2024,10,"08:00:00 a. m.",72,80.65,34
02/03/2024,10,"12:00:00 a. m.",51,57.99,37
02/03/2024,8,"08:00:00 a. m.",77,117.26,29
02/03/2024,5,"04:00:00 a. m.",67,130.06,138
02/03/2024,2,"08:00:00 p. m.",37,135.85,18
02/03/2024,10,"07:00:00 a. m.",81,111.68,26
02/03/2024,14,"05:00:00 p. m.",43,86.93,38
03/03/2024,8,"12:00:00 a. m.",83,96.18,32
03/03/2024,7,"11:00:00 a. m.",9,145.42,94
03/03/2024,11,"05:00:00 a. m.",17,72.01,5
03/03/2024,9,"03:00:00 p. m.",75,108.71,17
03/03/2024,8,"09:00:00 a. m.",82,145.6,40
03/03/2024,2,"01:00:00 p. m.",15,70.97,16
03/03/2024,10,"08:00:00 a. m.",87,145.29,45
04/03/2024,14,"03:00:00 p. m.",83,74.97,44
04/03/2024,15,"02:00:00 p. m.",96,72,52
04/03/2024,15,"10:00:00 a. m.",40,35.81,5
04/03/2024,2,"05:00:00 p. m.",25,38.23,61
04/03/2024,2,"04:00:00 a. m.",78,115.59,6
04/03/2024,7,"07:00:00 p. m.",88,113.25,28
04/03/2024,13,"09:00:00 p. m.",32,34.51,181
04/03/2024,3,"01:00:00 p. m.",57,62.7,106
04/03/2024,5,"05:00:00 p. m.",55,144.63,182
05/03/2024,3,"12:00:00 p. m.",49,120.13,51
05/03/2024,15,"06:00:00 a. m.",12,126.38,25
05/03/2024,11,"02:00:00 p. m.",69,112.37,21
05/03/2024,3,"12:00:00 p. m.",20,99.65,31
05/03/2024,14,"08:00:00 p. m.",84,112.35,42
05/03/2024,2,"08:00:00 p. m.",69,90.63,24
05/03/2024,4,"02:00:00 p. m.",58,133.81,82
05/03/2024,2,"05:00:00 p. m.",21,140.97,83
05/03/2024,8,"03:00:00 a. m.",62,32.69,23
06/03/2024,3,"07:00:00 p. m.",81,87.97,31
06/03/2024,10,"02:00:00 a. m.",39,145.52,23
06/03/2024,7,"05:00:00 a. m.",29,80.84,76
06/03/2024,13,"06:00:00 a. m.",83,69.97,184
06/03/2024,8,"02:00:00 p. m.",41,123.62,14
06/03/2024,3,"01:00:00 a. m.",92,55.78,2
06/03/2024,7,"05:00:00 p. m.",51,120.59,35
06/03/2024,8,"02:00:00 p. m.",48,74.41,24
06/03/2024,1,"09:00:00 a. m.",80,50.7,119
06/03/2024,9,"04:00:00 a. m.",72,72.82,9
07/03/2024,1,"03:00:00 a. m.",26,52.16,58
07/03/2024,10,"06:00:00 a. m.",44,113.6,52
07/03/2024,13,"01:00:00 p. m.",5,82.18,60
07/03/2024,3,"04:00:00 p. m.",16,130.83,5
07/03/2024,14,"08:00:00 a. m.",64,45.02,33
07/03/2024,7,"11:00:00 a. m.",35,82.39,85
07/03/2024,12,"04:00:00 a. m.",33,148.8,25
07/03/2024,12,"03:00:00 p. m.",86,49.33,43
07/03/2024,2,"05:00:00 a. m.",83,142.71,5
07/03/2024,9,"08:00:00 a. m.",37,64.05,35
07/03/2024,10,"10:00:00 p. m.",12,78.89,47
07/03/2024,13,"08:00:00 p. m.",46,63.18,65
07/03/2024,2,"08:00:00 p. m.",38,141.2,22
07/03/2024,3,"10:00:00 p. m.",75,121.97,61
07/03/2024,3,"06:00:00 p. m.",83,67.71,64
07/03/2024,9,"03:00:00 a. m.",71,95.29,34
07/03/2024,11,"07:00:00 a. m.",14,81.23,124
07/03/2024,4,"03:00:00 p. m.",87,45.1,48
07/03/2024,6,"07:00:00 p. m.",18,118.85,115
08/03/2024,10,"04:00:00 a. m.",84,30.16,78
08/03/2024,7,"06:00:00 p. m.",10,58,39
08/03/2024,12,"01:00:00 a. m.",44,87.79,11
08/03/2024,7,"01:00:00 p. m.",32,111.92,136
08/03/2024,13,"01:00:00 p. m.",86,121.6,172
08/03/2024,12,"03:00:00 p. m.",82,43.14,21
08/03/2024,14,"01:00:00 p. m.",71,42.06,32
08/03/2024,6,"07:00:00 a. m.",67,111.08,79
08/03/2024,7,"04:00:00 p. m.",92,80.49,44
08/03/2024,12,"09:00:00 p. m.",39,80.71,11
09/03/2024,14,"05:00:00 a. m.",84,55.26,30
09/03/2024,2,"12:00:00 p. m.",67,120.73,15
09/03/2024,14,"01:00:00 a. m.",25,81.72,37
09/03/2024,7,"12:00:00 a. m.",37,79.76,24
09/03/2024,14,"04:00:00 a. m.",13,65.15,3
09/03/2024,13,"09:00:00 a. m.",86,88.07,183
09/03/2024,3,"08:00:00 a. m.",50,68.95,61
09/03/2024,15,"02:00:00 a. m.",69,77.98,38
09/03/2024,7,"05:00:00 a. m.",69,34.54,36
09/03/2024,2,"04:00:00 a. m.",4,33.43,96
09/03/2024,15,"12:00:00 p. m.",60,74.96,5
10/03/2024,7,"09:00:00 a. m.",81,50.1,34
10/03/2024,4,"07:00:00 p. m.",36,98.3,1
10/03/2024,6,"08:00:00 p. m.",91,40.34,158
10/03/2024,9,"09:00:00 p. m.",53,117.82,98
10/03/2024,6,"02:00:00 a. m.",54,53.88,54
10/03/2024,15,"03:00:00 a. m.",1,118.1,30
10/03/2024,13,"09:00:00 a. m.",50,84.19,89
10/03/2024,2,"02:00:00 p. m.",78,43.01,50
10/03/2024,13,"04:00:00 a. m.",46,82,66
10/03/2024,8,"06:00:00 p. m.",26,48.91,29
10/03/2024,9,"09:00:00 a. m.",63,122.43,24
11/03/2024,7,"10:00:00 p. m.",52,121.79,105
11/03/2024,10,"11:00:00 a. m.",71,49.01,2
11/03/2024,6,"09:00:00 p. m.",55,82.65,178
11/03/2024,2,"10:00:00 a. m.",49,40.26,45
11/03/2024,11,"03:00:00 a. m.",61,34.33,125
11/03/2024,14,"09:00:00 a. m.",92,102.69,38
11/03/2024,4,"10:00:00 p. m.",31,104.03,1
11/03/2024,13,"05:00:00 p. m.",14,61.63,127
11/03/2024,14,"06:00:00 p. m.",20,86.55,29
11/03/2024,15,"11:00:00 p. m.",41,68.51,16
11/03/2024,1,"05:00:00 a. m.",9,84.23,166
11/03/2024,15,"11:00:00 p. m.",13,41.79,34
11/03/2024,13,"06:00:00 p. m.",22,147.07,68
11/03/2024,11,"08:00:00 a. m.",85,43.76,12
11/03/2024,1,"06:00:00 p. m.",24,145.65,9
12/03/2024,7,"10:00:00 p. m.",12,122.78,70
12/03/2024,15,"12:00:00 p. m.",27,146.32,83
12/03/2024,2,"03:00:00 p. m.",67,107.03,1
12/03/2024,4,"10:00:00 a. m.",12,120.31,62
12/03/2024,10,"01:00:00 a. m.",51,94.66,78
12/03/2024,11,"06:00:00 p. m.",28,131.38,47
12/03/2024,14,"12:00:00 p. m.",50,107.42,7
12/03/2024,14,"03:00:00 a. m.",56,96.36,12
13/03/2024,12,"04:00:00 p. m.",78,62.07,12
13/03/2024,12,"03:00:00 a. m.",27,110.96,39
13/03/2024,7,"04:00:00 a. m.",45,91.25,87
13/03/2024,14,"06:00:00 a. m.",27,49.7,19
13/03/2024,1,"09:00:00 a. m.",57,75.11,189
13/03/2024,3,"08:00:00 p. m.",7,139.39,26
13/03/2024,14,"12:00:00 p. m.",64,55.57,3
13/03/2024,11,"04:00:00 a. m.",12,69.63,27
13/03/2024,15,"07:00:00 p. m.",71,30.65,59
13/03/2024,4,"01:00:00 p. m.",61,137.72,31
14/03/2024,7,"08:00:00 a. m.",50,146.09,168
14/03/2024,7,"02:00:00 a. m.",98,47.3,175
14/03/2024,14,"06:00:00 p. m.",29,124.7,49
14/03/2024,12,"07:00:00 p. m.",100,120.24,28
15/03/2024,8,"08:00:00 a. m.",87,75.95,10
15/03/2024,8,"10:00:00 p. m.",37,35.1,31
15/03/2024,11,"08:00:00 a. m.",41,60.34,126
15/03/2024,8,"02:00:00 a. m.",23,148.71,20
15/03/2024,4,"12:00:00 p. m.",79,146.89,74
15/03/2024,13,"06:00:00 p. m.",32,76.22,56
15/03/2024,4,"09:00:00 a. m.",97,102.99,41
15/03/2024,2,"09:00:00 p. m.",73,107.21,66
15/03/2024,11,"06:00:00 a. m.",55,37.54,114
15/03/2024,8,"05:00:00 p. m.",34,71.74,31
15/03/2024,2,"02:00:00 a. m.",8,124.41,53
15/03/2024,15,"11:00:00 a. m.",47,123.67,45
15/03/2024,3,"06:00:00 a. m.",87,84.43,54
16/03/2024,10,"04:00:00 p. m.",22,38.18,51
16/03/2024,12,"07:00:00 a. m.",38,141.19,46
16/03/2024,7,"04:00:00 a. m.",87,113.27,23
16/03/2024,13,"05:00:00 a. m.",39,83.15,136
16/03/2024,15,"10:00:00 a. m.",58,124.71,100
17/03/2024,13,"08:00:00 a. m.",95,109.5,144
17/03/2024,12,"03:00:00 p. m.",85,45.04,22
17/03/2024,13,"11:00:00 a. m.",30,100.46,133
17/03/2024,13,"08:00:00 a. m.",45,86.1,81
17/03/2024,1,"02:00:00 a. m.",26,135.32,129
17/03/2024,8,"01:00:00 p. m.",72,76.91,30
17/03/2024,2,"03:00:00 a. m.",31,109.14,95
18/03/2024,6,"10:00:00 a. m.",48,108.9,53
18/03/2024,2,"05:00:00 a. m.",18,43.57,47
18/03/2024,5,"11:00:00 a. m.",25,132.17,183
